word,vector
76,"[0.025171956047415733,-0.007437789812684059,-0.0748758539557457,0.015310185961425304,-0.13957948982715607]"
5106,"[-0.004932270850986242,0.053752075880765915,0.11294256150722504,-0.00883077085018158,0.10883275419473648]"
3287,"[0.1034533903002739,0.04907680302858353,0.03641564026474953,0.05136941373348236,0.028856754302978516]"
8341,"[-0.13676559925079346,0.09568114578723907,0.0056954557076096535,-0.06824831664562225,0.049508050084114075]"
909,"[0.4412217140197754,0.22555287182331085,0.134856179356575,0.19765979051589966,0.012118438258767128]"
2826,"[-0.0351778082549572,-0.035332515835762024,0.024690862745046616,0.09675812721252441,0.24529393017292023]"
419,"[-0.04107842594385147,0.05663881078362465,0.020433740690350533,0.016729140654206276,-0.06826792657375336]"
1480,"[-0.0559270940721035,0.05681859329342842,-0.1031082272529602,-0.10855147242546082,0.059570495039224625]"
5218,"[-0.3774919807910919,0.027402810752391815,0.5273613333702087,-0.06362218409776688,0.2290966957807541]"
2969,"[0.040010131895542145,0.050835203379392624,-0.06872835010290146,-0.04232978820800781,-0.04867769032716751]"
5329,"[-0.027045737951993942,-0.00423217099159956,-0.004643215332180262,0.09024526923894882,-0.08016781508922577]"
106100,"[-0.31303301453590393,-0.10050832480192184,-0.097508504986763,-0.15756730735301971,0.035366639494895935]"
372,"[0.0399542897939682,0.04640066251158714,-0.038639601320028305,0.05689990147948265,-0.18742826581001282]"
84152,"[-0.2425866723060608,-0.21250979602336884,-0.07669442147016525,-0.12140908092260361,0.274488627910614]"
3832,"[0.057093799114227295,-0.0700361356139183,-0.05483260005712509,-0.059559307992458344,-0.08147476613521576]"
4294,"[-0.11877216398715973,0.06319107115268707,0.006818833295255899,0.001246811356395483,0.06091982498764992]"
33649,"[0.04179022088646889,0.0545802041888237,0.09682843089103699,0.030600346624851227,0.026135778054594994]"
143559,"[-0.22210700809955597,-0.10340192914009094,-0.060265280306339264,-0.1259298324584961,0.08991646021604538]"
6591,"[-0.25187087059020996,-0.05850544199347496,-0.00188347976654768,0.03737185522913933,0.11961782723665237]"
3727,"[-0.1907225400209427,0.10610649734735489,0.03655136004090309,0.09258917719125748,0.08828823268413544]"
2379,"[0.02927083522081375,0.03589589521288872,0.0809754803776741,-0.02310931496322155,0.01178755983710289]"
4105,"[-0.24041515588760376,0.05501465126872063,-0.0004209098406136036,0.024752043187618256,0.18121230602264404]"
1361,"[0.024827176705002785,0.09853167086839676,-0.1271064281463623,-0.18841257691383362,-0.09042377024888992]"
8807,"[-0.21767684817314148,0.1443030834197998,-0.18065989017486572,-0.15382593870162964,0.04497525095939636]"
173963,"[-0.3253154754638672,-0.04989614337682724,-0.12875483930110931,-0.1713733971118927,-0.03332003578543663]"
1085,"[-0.03596298024058342,0.06407954543828964,0.012900476343929768,-0.08109933882951736,0.011401313357055187]"
2874,"[-0.00040203798562288284,-0.05351007729768753,0.07071157544851303,0.09328936040401459,0.059612713754177094]"
89582,"[-0.14182409644126892,-0.0829741582274437,-0.11430294066667557,0.05822528526186943,0.006010787561535835]"
1307,"[0.2672886252403259,0.19329212605953217,-0.2913590371608734,-0.6654475927352905,-0.017794866114854813]"
8580,"[-0.03178513050079346,0.004570492543280125,-0.017161116003990173,0.00947822816669941,-0.04621901363134384]"
78316,"[-0.062470823526382446,0.04929264634847641,0.017983492463827133,-0.10160765796899796,-0.027516258880496025]"
79091,"[-0.22428445518016815,-0.07298952341079712,-0.22126948833465576,-0.036686331033706665,0.25663936138153076]"
141810,"[-0.25701552629470825,-0.11410616338253021,-0.021158168092370033,-0.062233828008174896,0.11728453636169434]"
89678,"[-0.030099298804998398,-0.04002091661095619,-0.018658151850104332,-0.01386619359254837,-0.03484494239091873]"
2997,"[-0.1291111707687378,0.5405673980712891,0.2167278379201889,0.3700919449329376,0.7546961903572083]"
142550,"[-0.12909021973609924,0.05335206165909767,-0.06192567199468613,-0.025788724422454834,0.11047644168138504]"
108156,"[-0.02870839834213257,-0.08016853034496307,0.022719061002135277,0.04953482374548912,0.0198504701256752]"
2707,"[-0.08137141168117523,0.11275632679462433,-0.1642780303955078,-0.14916624128818512,0.07632766664028168]"
92391,"[-0.11233944445848465,0.10806076228618622,0.0036369720473885536,-0.07976142317056656,0.0961221307516098]"
6709,"[-0.1025380939245224,-0.09732591360807419,-0.05280476063489914,0.11619216948747635,0.021072205156087875]"
1979,"[0.02018769457936287,0.012967122718691826,0.08020500093698502,0.06744954735040665,-0.04618382453918457]"
118270,"[-0.152777299284935,-0.09859627485275269,-0.12267577648162842,-0.05702444911003113,0.04401034116744995]"
166492,"[-0.23088760673999786,-0.05640266463160515,-0.010370075702667236,-0.2420165240764618,-0.029716461896896362]"
8125,"[-0.09180530905723572,-0.09962454438209534,-0.09886102378368378,-0.09273628145456314,0.051211126148700714]"
26736,"[-0.05040309578180313,-0.04151185601949692,-0.07831146568059921,-0.08382201194763184,0.08337850123643875]"
7091,"[-0.012596506625413895,-0.06273265182971954,0.07971931993961334,0.0016786102205514908,0.06073953956365585]"
1013,"[-0.08923428505659103,-0.006108269095420837,-0.02571870945394039,-0.10706272721290588,0.012200727127492428]"
270,"[0.006590667646378279,0.09572557359933853,-0.05008717253804207,0.076139897108078,-0.04767661541700363]"
347,"[0.004947035573422909,-0.12390816956758499,-0.02566543035209179,0.081959068775177,-0.1658344566822052]"
5378,"[-0.39174365997314453,-0.011442452669143677,0.3669751286506653,0.02305004559457302,0.19220159947872162]"
32139,"[-0.16537699103355408,-0.027918986976146698,0.007877842523157597,-0.11946243792772293,-0.06693582236766815]"
4146,"[-0.20274955034255981,-0.10085581243038177,0.010536501184105873,-0.1506066620349884,0.0910201221704483]"
146662,"[-0.1095498651266098,0.04669196158647537,-0.05991414561867714,0.013078645803034306,0.1105678528547287]"
2342,"[-0.04070410504937172,0.005935726687312126,-0.06544064730405807,-0.09509480744600296,0.08742953836917877]"
4255,"[0.07953765988349915,0.050823237746953964,-0.04128291830420494,-0.07948716729879379,-0.019581886008381844]"
164367,"[-0.030452175065875053,-0.09414353966712952,-0.008191671222448349,0.05285375565290451,0.08447776734828949]"
4545,"[-0.27546197175979614,-0.06654226034879684,0.002043898217380047,-0.21254999935626984,-0.011356747709214687]"
4776,"[-0.3730039596557617,0.04003159701824188,0.18091121315956116,-0.07095778733491898,0.22582469880580902]"
26048,"[-0.11554591357707977,-0.04633498564362526,-0.02715606614947319,-0.02935090661048889,-0.0014048614539206028]"
4154,"[0.06928868591785431,-0.0049314433708786964,-0.0051668556407094,0.019481012597680092,-0.004206836223602295]"
8167,"[0.015143932774662971,0.05050988122820854,-0.05562015622854233,0.005775518715381622,-0.010401003994047642]"
48394,"[-0.22518563270568848,0.0028889174573123455,-0.335036963224411,0.07828132808208466,0.3352116346359253]"
55094,"[-0.025389403104782104,0.0013346376363188028,0.0791802853345871,-0.026784436777234077,0.0986839309334755]"
4426,"[0.005833018571138382,-0.07391609251499176,0.0692984089255333,0.013923346996307373,-0.0558992475271225]"
3073,"[-0.08281297236680984,-0.03179669752717018,0.09237252175807953,-0.05333058163523674,0.08336741477251053]"
6535,"[-0.04150477424263954,-0.01586933620274067,-0.07946668565273285,-0.02470320649445057,-0.0724167451262474]"
55112,"[-0.08027373999357224,0.06845983862876892,0.09831689298152924,0.01121476385742426,0.1182805672287941]"
6433,"[-0.0579548105597496,-0.09823683649301529,-0.01474344078451395,0.08745090663433075,0.0361381471157074]"
54,"[0.01953548565506935,0.022296801209449768,0.01786993257701397,0.08162400871515274,-0.09710993617773056]"
37857,"[0.0016685165464878082,-0.028110520914196968,-0.009946080856025219,0.04262644052505493,0.07552928477525711]"
3415,"[-0.05076446756720543,0.05341842770576477,-0.053422726690769196,-0.10923125594854355,-0.08000369369983673]"
8778,"[-0.04260438680648804,0.016518017277121544,-0.07381124049425125,-0.054769594222307205,0.09648910164833069]"
511,"[-0.020020367577672005,0.0009032292873598635,0.08406252413988113,-0.1011003628373146,-0.0651676207780838]"
2156,"[0.015559988096356392,-0.08866894990205765,0.05845595896244049,-0.03433914855122566,-0.06433306634426117]"
31909,"[-0.11177964508533478,0.017140749841928482,0.03489258512854576,-0.09853657335042953,0.054938606917858124]"
4866,"[0.05667076259851456,0.013651835732161999,-0.03552006185054779,0.03877405449748039,-0.07247491925954819]"
32456,"[-0.03498056158423424,0.03690335899591446,0.02752348966896534,-0.12375299632549286,-0.05325186625123024]"
93831,"[0.004584640264511108,-0.10649023950099945,0.07585649937391281,-0.07844410091638565,0.12323775142431259]"
122890,"[0.0017774179577827454,-0.08387726545333862,-0.1305071860551834,-0.10155069828033447,-0.04768984764814377]"
2922,"[0.027166089043021202,0.00498426565900445,-0.04962540045380592,0.02060706354677677,0.1262422800064087]"
3388,"[-0.04783574864268303,0.04082723706960678,0.023418694734573364,0.030839504674077034,0.005655976012349129]"
74750,"[-0.10413302481174469,-0.029558496549725533,-0.12858642637729645,-0.048194997012615204,0.07681582868099213]"
44840,"[-0.00010303186718374491,-0.02665666490793228,-0.06062069907784462,0.01703988015651703,-0.01945427991449833]"
5617,"[-0.4245729446411133,0.03461688011884689,0.04482966288924217,-0.07784514874219894,0.13141503930091858]"
2104,"[0.061140596866607666,0.06243136525154114,-0.07625550776720047,-0.06947959959506989,-0.06047331541776657]"
59126,"[-0.07389574497938156,-0.004219213500618935,-0.018142957240343094,0.024881992489099503,0.02562819980084896]"
183959,"[-0.31282955408096313,0.013132311403751373,-0.057460736483335495,-0.07901833951473236,-0.02069780044257641]"
128908,"[0.06576777994632721,-0.01352069154381752,-0.04752493277192116,-0.0789063349366188,-0.023025859147310257]"
4562,"[-0.038438331335783005,0.11216135323047638,0.04099932312965393,-0.015503902919590473,-0.01903688907623291]"
61250,"[0.015426958911120892,-0.08190032094717026,-0.09405770897865295,-0.061677612364292145,-0.04962265491485596]"
1345,"[0.049682337790727615,0.09147432446479797,-0.17105774581432343,-0.3189052939414978,0.12965014576911926]"
72714,"[-0.15500560402870178,-0.05428360775113106,-0.11352013051509857,0.07658341526985168,0.016512498259544373]"
167380,"[-0.07623180747032166,-0.10210776329040527,-0.10385608673095703,-0.026164034381508827,-0.008185649290680885]"
174055,"[-0.5018460154533386,-0.16623610258102417,0.0021578921005129814,-0.20214509963989258,0.1692778468132019]"
2077,"[-0.0795331820845604,0.03321496769785881,0.059533774852752686,-0.039788078516721725,-0.01967199146747589]"
56715,"[-0.25171950459480286,0.026861436665058136,-0.1658470183610916,-0.018520362675189972,0.12586793303489685]"
5026,"[-0.42768093943595886,-0.11357622593641281,0.20426927506923676,-0.12992975115776062,0.1160377562046051]"
1969,"[0.01960604265332222,-0.017554059624671936,0.06992720812559128,-0.058775246143341064,-0.02260568179190159]"
6588,"[-0.04693583399057388,-0.07553545385599136,-0.12961481511592865,-0.04416295513510704,0.08857908099889755]"
95558,"[-0.08013036847114563,-0.04642852395772934,-0.0030628147069364786,-0.14431186020374298,0.004277522210031748]"
628,"[0.33618834614753723,0.37027910351753235,-0.06262516230344772,0.16758877038955688,-0.374125599861145]"
188,"[0.08347443491220474,0.04827060177922249,0.011195015162229538,-0.00883196759968996,-0.03684625402092934]"
3511,"[-0.0457117035984993,-0.02652217634022236,0.12504376471042633,0.15119212865829468,0.03951427340507507]"
7163,"[-0.06667090952396393,-0.04916325584053993,-0.008024081587791443,-0.023772235959768295,0.12544696033000946]"
168250,"[-0.3154909014701843,-0.1479301154613495,-0.10028011351823807,-0.1292172521352768,0.16462327539920807]"
31685,"[-0.08406824618577957,0.13315603137016296,0.047142572700977325,-0.17244121432304382,0.046574659645557404]"
5568,"[-0.1496763378381729,0.04142904281616211,0.057440292090177536,0.009907342493534088,-0.04329515993595123]"
1282,"[0.19653093814849854,0.2273196280002594,-0.31605270504951477,-0.5693632960319519,-0.013191763311624527]"
94677,"[-0.3452657163143158,-0.042329009622335434,-0.09567270427942276,-0.15459035336971283,0.04650556668639183]"
747,"[0.036501023918390274,0.0930522158741951,-0.09935908764600754,0.002240898320451379,-0.00589093379676342]"
130444,"[-0.1373342126607895,-0.052635129541158676,-0.0857233852148056,-0.08050086349248886,-0.0640433132648468]"
2867,"[0.10682308673858643,-0.015030547976493835,-0.031142259016633034,0.12201102077960968,0.07022745907306671]"
592,"[0.4863150119781494,0.735630452632904,-0.016939999535679817,0.47526049613952637,-1.1342570781707764]"
48001,"[-0.11398112773895264,0.094169981777668,0.05969342961907387,-0.019971616566181183,0.07685493677854538]"
177939,"[-0.13764439523220062,0.03401435166597366,-0.07887302339076996,-0.14769454300403595,0.022845931351184845]"
136447,"[-0.2392379641532898,-0.02697906643152237,-0.04390504211187363,-0.18041162192821503,0.17068049311637878]"
1201,"[1.5873842239379883,0.408896267414093,0.08744954317808151,-1.116593599319458,0.14341244101524353]"
1921,"[-0.04064439609646797,-0.05887315794825554,-0.10674640536308289,-0.24262051284313202,0.05480086803436279]"
3179,"[0.01381697691977024,-0.06848388910293579,-0.02010069228708744,-0.010724696330726147,0.05624203383922577]"
45499,"[-0.16520291566848755,0.04474253207445145,-0.28362900018692017,-0.07046147435903549,0.21531033515930176]"
3496,"[0.02570325881242752,0.08742111176252365,0.08621039986610413,-0.0884094163775444,0.05554207041859627]"
164909,"[-0.40910327434539795,-0.1766543686389923,-0.1341266632080078,-0.11254856735467911,0.07464071363210678]"
2023,"[0.02599848061800003,0.10178256034851074,0.06231626123189926,0.08174590766429901,-0.005250210873782635]"
408,"[0.09523915499448776,0.062274713069200516,-0.07076481729745865,-0.035941511392593384,0.008474030531942844]"
7976,"[-0.14590506255626678,0.018755825236439705,-0.10962854325771332,-0.09971953928470612,0.07198060303926468]"
4641,"[-0.5269948840141296,-0.041218217462301254,-0.02327451854944229,-0.005126589443534613,0.23316550254821777]"
43,"[0.10006532073020935,0.04739657789468765,0.07932759076356888,-0.01945437677204609,0.014564964920282364]"
707,"[0.32115450501441956,0.013943561352789402,-0.01766720972955227,0.11742284148931503,-0.10802029818296432]"
26729,"[-0.061901625245809555,0.06524863094091415,-0.05699600279331207,0.02746213786303997,0.14241905510425568]"
6502,"[-0.4159882962703705,-0.11125129461288452,0.2077232152223587,0.06785271316766739,0.5572715401649475]"
3005,"[0.028985735028982162,0.09148702770471573,0.036984365433454514,0.1332537829875946,0.07635797560214996]"
1942,"[-0.03507748991250992,0.035861458629369736,-0.03722887486219406,0.042512860149145126,-0.021015051752328873]"
3347,"[-0.045704156160354614,-0.03140582889318466,0.08557497709989548,-0.07620790600776672,-0.01862708292901516]"
94405,"[-0.05969453603029251,0.038194067776203156,-0.09197227656841278,-0.02299533411860466,-0.04379010200500488]"
7051,"[-0.0947817713022232,-0.07428626716136932,-0.07334750145673752,0.07089434564113617,-0.02796667441725731]"
148,"[-0.08258277177810669,0.022769447416067123,0.0433342307806015,-0.030990706756711006,0.0002088492619805038]"
3559,"[-0.07773962616920471,-0.017780333757400513,0.020340073853731155,-0.00025608064606785774,0.04535955935716629]"
50804,"[0.05817599222064018,-0.05511055514216423,0.06967698782682419,-0.06580589711666107,-0.023371370509266853]"
30994,"[-0.09166975319385529,0.0342373251914978,-0.1041654571890831,0.051068127155303955,-0.08710955828428268]"
8874,"[-0.3048052191734314,-0.0020914808847010136,0.11830204725265503,0.024455055594444275,0.41254866123199463]"
65133,"[-0.16522954404354095,-0.09810622781515121,0.0016073195729404688,-0.029548898339271545,0.11339320987462997]"
80083,"[-0.09730825573205948,0.07891947776079178,-0.09000089764595032,-0.05425787344574928,-0.08044719696044922]"
1696,"[0.05989525839686394,-0.022004349157214165,-0.09806068986654282,-0.06290978938341141,-0.08583498746156693]"
5817,"[-0.12222044169902802,-0.026513919234275818,-0.09309151768684387,0.021414311602711678,-0.012286413460969925]"
